x, y,count,not,nand,and,orn,or,andn,nor,xor
0,0,5,0,0,3,0,11,0,0,9
1,0,5,0,0,2,0,11,0,0,8
2,0,5,0,0,2,0,11,0,0,7
3,0,6,0,0,0,0,10,0,0,7
4,0,6,0,0,0,0,10,0,0,6
5,0,6,0,0,0,0,10,0,0,6
6,0,6,0,0,0,0,10,0,0,5
7,0,6,0,0,0,0,10,0,0,5
8,0,6,0,0,0,0,10,0,0,4
9,0,6,0,0,0,0,10,0,0,3
10,0,6,0,0,0,0,10,0,0,3
11,0,6,0,0,0,0,10,0,0,3
12,0,6,0,0,0,0,10,0,0,2
13,0,6,0,0,0,0,10,0,0,2
14,0,7,0,0,0,0,10,0,0,0
15,0,7,0,0,0,0,10,0,0,0
16,0,7,0,0,0,0,10,0,0,0
17,0,7,0,0,0,0,10,0,0,0
18,0,7,0,0,0,0,10,0,0,0
19,0,7,0,0,0,0,10,0,0,0
20,0,7,0,0,0,0,10,0,0,0
21,0,7,0,0,0,0,10,0,0,0
22,0,7,0,0,0,0,10,0,0,0
23,0,7,0,0,0,0,10,0,0,0
24,0,7,0,0,0,0,10,0,0,0
25,0,7,0,0,0,0,10,0,0,0
26,0,7,0,0,0,0,10,0,0,0
27,0,7,0,0,0,0,10,0,0,0
28,0,7,0,0,0,0,10,0,0,0
29,0,7,0,0,0,0,10,0,0,0
30,0,7,0,0,0,0,10,0,0,0
31,0,7,0,0,0,0,10,0,0,0
32,0,7,0,0,0,0,10,0,0,0
33,0,7,0,0,0,0,10,0,0,0
34,0,7,0,0,0,0,10,0,0,0
35,0,7,0,0,0,0,10,0,0,0
36,0,7,0,0,0,0,10,0,0,0
37,0,7,0,0,0,0,10,0,0,0
38,0,7,0,0,0,0,10,0,0,0
39,0,7,0,0,0,0,10,0,0,0
40,0,7,0,0,0,0,10,0,0,0
41,0,7,0,0,0,0,10,0,0,0
42,0,7,0,0,0,0,10,0,0,0
43,0,7,0,0,0,0,10,0,0,0
44,0,7,0,0,0,0,10,0,0,0
45,0,7,0,0,0,0,10,0,0,0
46,0,7,0,0,0,0,10,0,0,0
47,0,7,0,0,0,0,10,0,0,0
48,0,7,0,0,0,0,10,0,0,0
49,0,7,0,0,0,0,10,0,0,0
50,0,7,0,0,0,0,10,0,0,0
51,0,7,0,0,0,0,10,0,0,0
52,0,7,0,0,0,0,10,0,0,0
53,0,7,0,0,0,0,10,0,0,0
54,0,7,0,0,0,0,10,0,0,0
55,0,7,0,0,0,0,10,0,0,0
56,0,7,0,0,0,0,10,0,0,0
57,0,7,0,0,0,0,10,0,0,0
58,0,7,0,0,0,0,11,0,0,0
59,0,7,0,0,0,0,11,0,0,0
0,1,5,0,0,3,0,10,0,0,9
1,1,5,0,0,2,0,10,0,0,8
2,1,6,0,0,0,0,10,0,0,7
3,1,6,0,0,0,0,10,0,0,6
4,1,6,0,0,0,0,9,0,0,6
5,1,6,0,0,0,0,9,0,0,5
6,1,6,0,0,0,0,9,0,0,5
7,1,6,0,0,0,0,9,0,0,4
8,1,6,0,0,0,0,9,0,0,4
9,1,6,0,0,0,0,9,0,0,3
10,1,6,0,0,0,0,9,0,0,2
11,1,6,0,0,0,0,9,0,0,2
12,1,6,0,0,0,0,9,0,0,2
13,1,7,0,0,0,0,9,0,0,0
14,1,7,0,0,0,0,9,0,0,0
15,1,7,0,0,0,0,9,0,0,0
16,1,7,0,0,0,0,9,0,0,0
17,1,7,0,0,0,0,9,0,0,0
18,1,7,0,0,0,0,9,0,0,0
19,1,7,0,0,0,0,9,0,0,0
20,1,7,0,0,0,0,9,0,0,0
21,1,7,0,0,0,0,9,0,0,0
22,1,7,0,0,0,0,9,0,0,0
23,1,7,0,0,0,0,9,0,0,0
24,1,7,0,0,0,0,9,0,0,0
25,1,7,0,0,0,0,9,0,0,0
26,1,7,0,0,0,0,9,0,0,0
27,1,7,0,0,0,0,9,0,0,0
28,1,7,0,0,0,0,9,0,0,0
29,1,7,0,0,0,0,9,0,0,0
30,1,7,0,0,0,0,9,0,0,0
31,1,7,0,0,0,0,9,0,0,0
32,1,7,0,0,0,0,9,0,0,0
33,1,7,0,0,0,0,9,0,0,0
34,1,7,0,0,0,0,9,0,0,0
35,1,7,0,0,0,0,9,0,0,0
36,1,7,0,0,0,0,9,0,0,0
37,1,7,0,0,0,0,9,0,0,0
38,1,7,0,0,0,0,9,0,0,0
39,1,7,0,0,0,0,9,0,0,0
40,1,7,0,0,0,0,9,0,0,0
41,1,7,0,0,0,0,9,0,0,0
42,1,7,0,0,0,0,9,0,0,0
43,1,7,0,0,0,0,9,0,0,0
44,1,7,0,0,0,0,9,0,0,0
45,1,7,0,0,0,0,9,0,0,0
46,1,7,0,0,0,0,9,0,0,0
47,1,7,0,0,0,0,9,0,0,0
48,1,7,0,0,0,0,9,0,0,0
49,1,7,0,0,0,0,9,0,0,0
50,1,7,0,0,0,0,9,0,0,0
51,1,7,0,0,0,0,9,0,0,0
52,1,7,0,0,0,0,9,0,0,0
53,1,7,0,0,0,0,9,0,0,0
54,1,7,0,0,0,0,9,0,0,0
55,1,7,0,0,0,0,9,0,0,0
56,1,7,0,0,0,0,9,0,0,0
57,1,7,0,0,0,0,10,0,0,0
